"Kernel Name"	"gpu_tot_sim_insn\s*=\s*(.*)"	"gpgpu_simulation_time\s*=.*\(([0-9]+) sec\).*"	"gpu_tot_sim_cycle\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_R\]\[HIT\]\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_R\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_W\]\[HIT\]\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_W\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[HIT\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_W\]\[HIT\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_W\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[MSHR_HIT\]\s*=\s*(.*)"	"gpgpu_n_tot_w_icount\s*=\s*(.*)"	"total dram reads\s*=\s*(.*)"	"total dram writes\s*=\s*(.*)"	"kernel_launch_uid\s*=\s*(.*)"	"gpu_stall_dramfull\s*=\s*(.*)"	"gpu_stall_icnt2sh\s*=\s*(.*)"	"Stall:([0-9]+)\s*W0_Idle:[0-9]+\s*W0_Scoreboard:[0-9]+.*"	"Stall:[0-9]+\s*W0_Idle:([0-9]+)\s*W0_Scoreboard:[0-9]+.*"	"Stall:[0-9]+\s*W0_Idle:[0-9]+\s*W0_Scoreboard:([0-9]+).*"	"gpu_ipc\s*=\s*(.*)"	"gpu_occupancy\s*=\s*(.*)%"	"L2_BW\s*=\s*(.*)+GB\/Sec"	"max_icnt2mem_latency\s*=\s*(.*)"	"gpgpu_simulation_rate\s+=\s+(.*)\s+\(inst\/sec\)"	"gpgpu_simulation_rate\s+=\s+(.*)\s+\(cycle\/sec\)"	"gpgpu_silicon_slowdown\s*=\s*(.*)x"	"gpu_tot_ipc\s*=\s*(.*)"	"averagemflatency\s*=\s*(.*)"	"Kernel Name (Demangled)"
"_Z19splitKreduce_kernelIffffEv18cublasSplitKParamsIT1_EPKT_PKT0_PS6_PKS1_SB_PKT2_--22"	8194778.0	16.0	10029.0	10560.0	42240.0	10560.0	10560.0	42240.0	0.0	10560.0	10560.0	0.0	300960.0	31680.0	16416.0	1.0	55528.0	0.0	239745.0	95746.0	897843.0	817.1082	45.4824	""	2618.0	1193594.0	513.0	2820662.0	2323.8977	456.0	"void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--34"	443520.0	8.0	7408.0	10560.0	21120.0	0.0	10560.0	21120.0	0.0	0.0	10560.0	0.0	15180.0	10560.0	18573.0	1.0	2546.0	0.0	33377.0	149010.0	414057.0	59.8704	9.6663	""	2618.0	1192990.0	513.0	2820662.0	2321.7339	456.0	"void at::native::vectorized_elementwise_kernel<4, at::native::AddFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native13reduce_kernelILi512ELi1ENS0_8ReduceOpIfNS0_7MeanOpsIffEEjfLi4EEEEEvT1_--46"	693900.0	6.0	8041.0	10560.0	10560.0	96.0	110.0	10560.0	0.0	96.0	110.0	0.0	24418.0	0.0	148.0	1.0	0.0	0.0	11694.0	6720.0	42926.0	86.2952	24.8082	""	2618.0	1192562.0	514.0	2815175.0	2319.4175	456.0	"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, 4>)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--81"	4583040.0	6.0	6607.0	10886.0	10890.0	0.0	10560.0	13200.0	672.0	0.0	10560.0	1638.0	159720.0	1.0	8999.0	1.0	157.0	0.0	29841.0	77162.0	199569.0	693.6643	12.5405	""	2618.0	1192392.0	514.0	2815175.0	2318.0347	456.0	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_68_GLOBAL__N__44_tmpxft_000124ca_00000000_7_PowKernel_cpp1_ii_639c21f929pow_tensor_scalar_kernel_implIffEEvRNS_14TensorIteratorET0_EUlfE0_NS_6detail5ArrayIPcLi2EEEEEviS6_T1_--23"	380160.0	5.0	5882.0	10560.0	10560.0	0.0	10560.0	10560.0	0.0	0.0	10560.0	0.0	13200.0	0.0	6188.0	1.0	0.0	0.0	2350.0	113787.0	134359.0	64.6311	11.4102	""	2618.0	1192022.0	514.0	2815175.0	2316.3293	456.0	"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIterator&, float)::{lambda(float)#2}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIterator&, float)::{lambda(float)#2}, at::detail::Array<char*, 2>)"
"_ZN2at6native13reduce_kernelILi512ELi1ENS0_8ReduceOpIfNS0_7MeanOpsIffEEjfLi4EEEEEvT1_--47"	693900.0	6.0	8132.0	10560.0	10560.0	96.0	110.0	10560.0	0.0	96.0	110.0	0.0	24418.0	0.0	812.0	1.0	0.0	0.0	12409.0	7227.0	42052.0	85.3296	24.7976	""	2618.0	1191595.0	514.0	2815175.0	2313.9973	456.0	"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, 4>)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--82"	4583040.0	7.0	6595.0	10890.0	10890.0	10560.0	10560.0	13200.0	786.0	0.0	10560.0	1524.0	159720.0	0.0	0.0	1.0	0.0	0.0	29992.0	72807.0	197533.0	694.9265	12.5917	""	2618.0	1191346.0	515.0	2809708.0	2312.6262	455.0	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_13BUnaryFunctorINS0_10AddFunctorIfEEEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--35"	2260.0	3.0	5659.0	13.0	14.0	0.0	14.0	14.0	0.0	0.0	14.0	0.0	88.0	1.0	8.0	1.0	0.0	0.0	8.0	1898.0	646.0	0.3994	2.6731	""	2618.0	1191110.0	515.0	2809708.0	2310.947	455.0	"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2> >(int, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_16sqrt_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE0_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_--23"	4328.0	4.0	5822.0	13.0	14.0	0.0	14.0	14.0	0.0	0.0	14.0	0.0	161.0	1.0	16.0	1.0	0.0	0.0	11.0	2235.0	888.0	0.7434	2.7458	""	2618.0	1190795.0	515.0	2809708.0	2309.2222	455.0	"void at::native::vectorized_elementwise_kernel<4, at::native::sqrt_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::sqrt_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10DivFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--23"	6652800.0	8.0	7023.0	10886.0	10890.0	0.0	10560.0	13200.0	658.0	0.0	10560.0	1652.0	232320.0	1.0	5358.0	1.0	238.0	0.0	56990.0	79555.0	224647.0	947.2875	12.2787	""	2618.0	1190605.0	515.0	2809708.0	2307.9971	455.0	"void at::native::unrolled_elementwise_kernel<at::native::DivFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::DivFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10MulFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--35"	4583040.0	10.0	8342.0	17913.0	18240.0	0.0	10560.0	21120.0	0.0	0.0	10560.0	2880.0	159720.0	96.0	9886.0	1.0	2772.0	0.0	29976.0	79201.0	687567.0	549.3934	12.5809	""	2618.0	1190121.0	516.0	2804263.0	2306.1196	456.0	"void at::native::unrolled_elementwise_kernel<at::native::MulFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::MulFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--83"	4583040.0	9.0	8216.0	17939.0	18240.0	0.0	10560.0	21120.0	0.0	0.0	10560.0	2880.0	159720.0	96.0	10060.0	1.0	2979.0	0.0	29993.0	81839.0	638784.0	557.8189	12.529	""	2618.0	1189717.0	516.0	2804263.0	2304.283	456.0	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE0_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--118"	16135680.0	14.0	8559.0	6343.0	7680.0	0.0	42240.0	42240.0	1367.0	0.0	42240.0	33193.0	570240.0	384.0	10428.0	1.0	7240.0	0.0	442811.0	105001.0	10552.0	1885.2296	48.6214	""	2618.0	1189683.0	516.0	2804263.0	2303.825	456.0	"void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"volta_sgemm_64x32_sliced1x4_nn--34"	418019328.0	277.0	95313.0	925275.0	1352813.0	0.0	0.0	1616256.0	100172.0	0.0	0.0	163271.0	13163520.0	286456.0	118312.0	1.0	2836.0	0.0	9438885.0	121760.0	26515.0	4385.7534	31.0871	""	2618.0	1195413.0	513.0	2820662.0	2328.8611	454.0	"volta_sgemm_64x32_sliced1x4_nn"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--57"	1520640.0	13.0	8809.0	0.0	42240.0	0.0	42240.0	42240.0	0.0	0.0	42240.0	0.0	52800.0	42240.0	2260.0	1.0	87791.0	0.0	131493.0	201157.0	795574.0	172.6235	43.1025	""	2618.0	1194505.0	513.0	2820662.0	2326.4675	455.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_68_GLOBAL__N__44_tmpxft_000124ca_00000000_7_PowKernel_cpp1_ii_639c21f929pow_tensor_scalar_kernel_implIffEEvRNS_14TensorIteratorET0_EUlfE1_NS_6detail5ArrayIPcLi2EEEEEviS6_T1_--11"	1858560.0	10.0	7471.0	42240.0	42240.0	0.0	42240.0	42240.0	0.0	0.0	42240.0	0.0	63360.0	0.0	984.0	1.0	0.0	0.0	150263.0	321902.0	206079.0	248.7699	41.1483	""	2618.0	1193853.0	513.0	2820662.0	2324.5129	455.0	"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIterator&, float)::{lambda(float)#3}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIterator&, float)::{lambda(float)#3}, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--58"	1520640.0	10.0	7463.0	42240.0	42240.0	0.0	42240.0	42240.0	0.0	0.0	42240.0	0.0	52800.0	0.0	444.0	1.0	0.0	0.0	153344.0	319337.0	223427.0	203.7572	40.9893	""	2618.0	1193180.0	513.0	2820662.0	2322.5222	456.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--35"	1774080.0	14.0	8517.0	84480.0	84480.0	42240.0	42240.0	84480.0	0.0	0.0	42240.0	0.0	60720.0	0.0	0.0	1.0	0.0	0.0	347568.0	256461.0	419651.0	208.2987	41.8883	""	2618.0	1192216.0	513.0	2820662.0	2320.2593	456.0	"void at::native::vectorized_elementwise_kernel<4, at::native::AddFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--59"	1520640.0	9.0	7482.0	42240.0	42240.0	42240.0	42240.0	42240.0	0.0	0.0	42240.0	0.0	52800.0	0.0	0.0	1.0	0.0	0.0	150261.0	315932.0	229959.0	203.2398	41.3125	""	2618.0	1191622.0	514.0	2815175.0	2318.2708	456.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_16tanh_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE0_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_--11"	5700366.0	12.0	7585.0	42240.0	42240.0	42240.0	42240.0	42240.0	0.0	0.0	42240.0	0.0	295526.0	0.0	0.0	1.0	0.0	0.0	156715.0	163193.0	150590.0	751.5314	40.8725	""	2618.0	1191067.0	514.0	2815175.0	2316.7805	457.0	"void at::native::vectorized_elementwise_kernel<4, at::native::tanh_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::tanh_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_13BUnaryFunctorINS0_10AddFunctorIfEEEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--36"	1605120.0	10.0	7482.0	42240.0	42240.0	42240.0	42240.0	42240.0	0.0	0.0	42240.0	0.0	55440.0	0.0	0.0	1.0	0.0	0.0	156539.0	319390.0	215707.0	214.5309	41.0546	""	2618.0	1190403.0	514.0	2815175.0	2314.8096	457.0	"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2> >(int, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10MulFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--11"	1774080.0	14.0	8585.0	84384.0	84480.0	0.0	42240.0	84480.0	0.0	0.0	42240.0	0.0	60720.0	96.0	128.0	1.0	0.0	0.0	349606.0	255525.0	418837.0	206.6488	41.9675	""	2618.0	1189444.0	514.0	2815175.0	2312.5442	457.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::MulFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE0_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--119"	4033920.0	8.0	7606.0	7365.0	7680.0	0.0	10560.0	10560.0	0.0	0.0	10560.0	2880.0	142560.0	96.0	0.0	1.0	2365.0	0.0	22397.0	91980.0	506843.0	530.3602	12.5378	""	2618.0	1189092.0	514.0	2815175.0	2310.8491	458.0	"void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"volta_sgemm_64x32_sliced1x4_nn--35"	411775488.0	274.0	85055.0	1087948.0	1633824.0	0.0	0.0	1633824.0	0.0	0.0	0.0	0.0	12934656.0	302700.0	170240.0	1.0	339.0	0.0	9352719.0	317728.0	590197.0	4841.2847	23.3508	""	2618.0	1194527.0	511.0	2831702.0	2337.4797	458.0	"volta_sgemm_64x32_sliced1x4_nn"
"_Z19splitKreduce_kernelIffffEv18cublasSplitKParamsIT1_EPKT_PKT0_PS6_PKS1_SB_PKT2_--23"	8194778.0	16.0	10001.0	0.0	42240.0	10560.0	10560.0	42240.0	0.0	10560.0	10560.0	0.0	300960.0	42240.0	4556.0	1.0	27110.0	0.0	240058.0	93638.0	843474.0	819.3959	46.4332	""	2618.0	1193838.0	511.0	2831702.0	2335.6033	458.0	"void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--36"	443520.0	6.0	6610.0	10560.0	21120.0	0.0	10560.0	21120.0	0.0	0.0	10560.0	0.0	15180.0	10560.0	1068.0	1.0	0.0	0.0	34485.0	111845.0	273314.0	67.0983	10.2363	""	2618.0	1193413.0	511.0	2831702.0	2333.752	458.0	"void at::native::vectorized_elementwise_kernel<4, at::native::AddFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native13reduce_kernelILi512ELi1ENS0_8ReduceOpIfNS0_7MeanOpsIffEEjfLi4EEEEEvT1_--48"	693900.0	6.0	8040.0	10560.0	10560.0	96.0	110.0	10560.0	0.0	96.0	110.0	0.0	24418.0	0.0	12.0	1.0	0.0	0.0	12259.0	6666.0	42063.0	86.306	24.8154	""	2618.0	1193005.0	511.0	2831702.0	2331.5227	458.0	"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, 4>)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--84"	4583040.0	7.0	6600.0	10886.0	10890.0	0.0	10560.0	13200.0	727.0	0.0	10560.0	1583.0	159720.0	1.0	636.0	1.0	0.0	0.0	29915.0	73152.0	197761.0	694.4	12.592	""	2618.0	1192767.0	511.0	2831702.0	2330.1909	458.0	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_68_GLOBAL__N__44_tmpxft_000124ca_00000000_7_PowKernel_cpp1_ii_639c21f929pow_tensor_scalar_kernel_implIffEEvRNS_14TensorIteratorET0_EUlfE0_NS_6detail5ArrayIPcLi2EEEEEviS6_T1_--24"	380160.0	5.0	5864.0	10560.0	10560.0	10560.0	10560.0	10560.0	0.0	0.0	10560.0	0.0	13200.0	0.0	4.0	1.0	0.0	0.0	2331.0	108461.0	135284.0	64.8295	11.3215	""	2618.0	1192415.0	512.0	2826171.0	2328.5549	458.0	"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIterator&, float)::{lambda(float)#2}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIterator&, float)::{lambda(float)#2}, at::detail::Array<char*, 2>)"
"_ZN2at6native13reduce_kernelILi512ELi1ENS0_8ReduceOpIfNS0_7MeanOpsIffEEjfLi4EEEEEvT1_--49"	693900.0	5.0	8037.0	10560.0	10560.0	96.0	110.0	10560.0	0.0	96.0	110.0	0.0	24418.0	0.0	0.0	1.0	0.0	0.0	11561.0	6810.0	42297.0	86.3382	24.7717	""	2618.0	1192083.0	512.0	2826171.0	2326.3376	458.0	"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, 4>)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--85"	4583040.0	7.0	6603.0	10890.0	10890.0	10560.0	10560.0	13200.0	812.0	0.0	10560.0	1498.0	159720.0	0.0	0.0	1.0	0.0	0.0	30313.0	72947.0	198080.0	694.0845	12.5986	""	2618.0	1191846.0	512.0	2826171.0	2325.0127	458.0	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_13BUnaryFunctorINS0_10AddFunctorIfEEEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--37"	2260.0	3.0	5661.0	13.0	14.0	0.0	14.0	14.0	0.0	0.0	14.0	0.0	88.0	1.0	0.0	1.0	0.0	0.0	8.0	1903.0	649.0	0.3992	2.6579	""	2618.0	1191621.0	512.0	2826171.0	2323.3958	458.0	"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2> >(int, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>)"
